
9월 25, 2024 11:07:07.772 NEW SESSION
9월 25, 2024 11:07:07.772 Created TensorFlow Lite XNNPACK delegate for CPU.
9월 25, 2024 14:58:07.233 Created TensorFlow Lite XNNPACK delegate for CPU.
9월 27, 2024 17:40:54.66 [11444:14856:0927/174054.065:ERROR:CONSOLE(1)] "Unknown VE context: �씠誘몄�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:54.66 [11444:14856:0927/174054.065:ERROR:CONSOLE(1)] "Unknown VE context: 誘몃뵒�뼱", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:54.66 [11444:14856:0927/174054.065:ERROR:CONSOLE(1)] "Unknown VE context: 留ㅻ땲�럹�뒪�듃", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:54.66 [11444:14856:0927/174054.065:ERROR:CONSOLE(1)] "Unknown VE context: 湲고�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.282 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: Fetch諛뢝HR", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.283 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: 臾몄꽌", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.283 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: 湲�瑗�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.284 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: �씠誘몄�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.284 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: 誘몃뵒�뼱", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.284 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: 留ㅻ땲�럹�뒪�듃", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:56.284 [11444:14856:0927/174056.282:ERROR:CONSOLE(1)] "Unknown VE context: 湲고�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.242 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: Fetch諛뢝HR", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.243 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: 臾몄꽌", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.243 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: 湲�瑗�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.244 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: �씠誘몄�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.244 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: 誘몃뵒�뼱", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.244 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: 留ㅻ땲�럹�뒪�듃", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:40:59.245 [11444:14856:0927/174059.242:ERROR:CONSOLE(1)] "Unknown VE context: 湲고�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.187 [11444:14856:0927/174100.186:ERROR:CONSOLE(1)] "Unknown VE context: Fetch諛뢝HR", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.188 [11444:14856:0927/174100.186:ERROR:CONSOLE(1)] "Unknown VE context: 臾몄꽌", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.188 [11444:14856:0927/174100.186:ERROR:CONSOLE(1)] "Unknown VE context: 湲�瑗�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.189 [11444:14856:0927/174100.186:ERROR:CONSOLE(1)] "Unknown VE context: �씠誘몄�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.189 [11444:14856:0927/174100.187:ERROR:CONSOLE(1)] "Unknown VE context: 誘몃뵒�뼱", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.190 [11444:14856:0927/174100.187:ERROR:CONSOLE(1)] "Unknown VE context: 留ㅻ땲�럹�뒪�듃", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:41:00.190 [11444:14856:0927/174100.187:ERROR:CONSOLE(1)] "Unknown VE context: 湲고�", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 27, 2024 17:55:29.890 Created TensorFlow Lite XNNPACK delegate for CPU.

10월 04, 2024 16:50:02.105 NEW SESSION
10월 04, 2024 16:50:02.105 Created TensorFlow Lite XNNPACK delegate for CPU.

10월 07, 2024 14:15:45.219 NEW SESSION
10월 07, 2024 14:15:45.219 Created TensorFlow Lite XNNPACK delegate for CPU.
10월 07, 2024 14:56:23.514 [14692:10568:1007/145623.514:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:23.554 [14692:10568:1007/145623.554:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:24.67 [14692:10568:1007/145624.066:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:24.68 [14692:10568:1007/145624.068:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:24.618 [14692:10568:1007/145624.617:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:24.618 [14692:10568:1007/145624.618:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:25.498 [14692:10568:1007/145625.498:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:25.498 [14692:10568:1007/145625.498:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:26.138 [14692:10568:1007/145626.138:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:26.139 [14692:10568:1007/145626.139:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:26.786 [14692:10568:1007/145626.786:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:26.787 [14692:10568:1007/145626.786:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:27.325 [14692:10568:1007/145627.325:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:27.326 [14692:10568:1007/145627.325:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:27.952 [14692:10568:1007/145627.952:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:27.953 [14692:10568:1007/145627.953:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:28.475 [14692:10568:1007/145628.475:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:28.476 [14692:10568:1007/145628.476:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:31.245 [14692:10568:1007/145631.245:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:31.247 [14692:10568:1007/145631.246:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:35.374 [14692:10568:1007/145635.374:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:35.375 [14692:10568:1007/145635.374:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:35.907 [14692:10568:1007/145635.906:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:35.907 [14692:10568:1007/145635.907:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:36.392 [14692:10568:1007/145636.392:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:36.437 [14692:10568:1007/145636.437:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:36.833 [14692:10568:1007/145636.833:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:36.834 [14692:10568:1007/145636.834:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:37.386 [14692:10568:1007/145637.385:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:37.386 [14692:10568:1007/145637.386:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:37.937 [14692:10568:1007/145637.937:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:37.938 [14692:10568:1007/145637.937:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:38.644 [14692:10568:1007/145638.644:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:38.644 [14692:10568:1007/145638.644:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:39.293 [14692:10568:1007/145639.293:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:39.294 [14692:10568:1007/145639.293:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:39.871 [14692:10568:1007/145639.870:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:39.871 [14692:10568:1007/145639.870:ERROR:CONSOLE(1)] "Unknown VE context: -webkit-text-size-adjust", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
10월 07, 2024 14:56:40.642 [14692:10568:1007/145640.642:ERROR:CONSOLE(1)] "Unknown VE context: border-spacing", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
